% f(GHz),  TH(deg),  PH(deg),  RCS(dBsm),  Real,  Image,  RCS1(dBsm),  Real1,  Image1,  RCS2(dBsm),  Real2,  Image2,  RCS3(dBsm),  Real3,  Image3,  RCS4(dBsm),  Real4,  Image4
  10.000    40.000   180.000      -8.614520      -0.038280       0.097379
  10.004    40.000   180.000       7.695240      -0.315943      -0.606839
  10.007    40.000   180.000      10.079876       0.726569       0.531642
  10.011    40.000   180.000       5.073646      -0.487748       0.134357
  10.015    40.000   180.000       0.982646      -0.257814       0.182522
  10.019    40.000   180.000       5.462481      -0.105497       0.518453
  10.022    40.000   180.000       7.727123      -0.674236      -0.130108
  10.026    40.000   180.000       8.225130       0.355191       0.634550
  10.030    40.000   180.000       0.628928      -0.054631      -0.298317
  10.033    40.000   180.000      -1.430537      -0.148096      -0.187916
  10.037    40.000   180.000       4.268720      -0.137872       0.440045
  10.041    40.000   180.000      -1.554442      -0.049667      -0.230582
  10.044    40.000   180.000      11.543364       0.732284       0.774017
  10.048    40.000   180.000      -1.236775      -0.244442       0.010240
  10.052    40.000   180.000     -10.112763       0.025435      -0.084302
  10.056    40.000   180.000       5.782481      -0.035102       0.547809
  10.059    40.000   180.000       7.854359      -0.526066      -0.456942
  10.063    40.000   180.000       8.968289       0.723383       0.322838
  10.067    40.000   180.000      -6.144262      -0.107471      -0.088238
  10.070    40.000   180.000      -0.910050      -0.048275      -0.249405
  10.074    40.000   180.000       7.284209       0.568644       0.320077
  10.078    40.000   180.000       5.454569      -0.254309      -0.463401
  10.081    40.000   180.000      -2.189971       0.043833       0.214802
  10.085    40.000   180.000       6.860135      -0.510255      -0.354729
  10.089    40.000   180.000       1.929702      -0.131101      -0.326970
  10.093    40.000   180.000       5.687020       0.307506       0.447455
  10.096    40.000   180.000       6.131136      -0.343560      -0.456598
  10.100    40.000   180.000       4.083137       0.316385       0.321953
  10.104    40.000   180.000       3.649875      -0.321140      -0.285089
  10.107    40.000   180.000       6.260895      -0.015122      -0.579819
  10.111    40.000   180.000       7.605809       0.467497       0.489877
  10.115    40.000   180.000       6.331379      -0.449862      -0.373560
  10.118    40.000   180.000       4.010981       0.336998       0.294666
  10.122    40.000   180.000       1.207961      -0.249729       0.206716
  10.126    40.000   180.000      -1.165041      -0.219489      -0.112597
  10.130    40.000   180.000       8.027968       0.457384       0.544191
  10.133    40.000   180.000       6.927478      -0.479374      -0.403023
  10.137    40.000   180.000       3.195192       0.377239       0.154169
  10.141    40.000   180.000      -2.276567      -0.064381      -0.207285
  10.144    40.000   180.000       4.638242      -0.271221      -0.397458
  10.148    40.000   180.000      11.933907       0.699821       0.867422
  10.152    40.000   180.000       3.765661      -0.406166      -0.156265
  10.155    40.000   180.000       2.408538       0.116379       0.353579
  10.159    40.000   180.000       0.739041       0.271430       0.143754
  10.163    40.000   180.000       9.528156      -0.047469      -0.843561
  10.167    40.000   180.000       9.624228       0.718407       0.462284
  10.170    40.000   180.000      -4.361301      -0.089211      -0.145577
  10.174    40.000   180.000      -6.511087       0.019044      -0.131936
  10.178    40.000   180.000      -5.602816       0.046654       0.140452
  10.181    40.000   180.000       3.635870       0.020944      -0.428223
  10.185    40.000   180.000       5.916829       0.521493       0.197077
  10.189    40.000   180.000       9.077674      -0.465664      -0.653200
  10.192    40.000   180.000      -0.950679      -0.046493      -0.248538
  10.196    40.000   180.000       6.715842       0.089600       0.604602
  10.200    40.000   180.000       4.045480      -0.439405      -0.094432
  10.204    40.000   180.000      -3.447172      -0.154281       0.110356
  10.207    40.000   180.000       6.378370      -0.464036      -0.360989
  10.211    40.000   180.000      -0.910205       0.250612       0.041530
  10.215    40.000   180.000       2.016498      -0.116007       0.336369
  10.218    40.000   180.000       3.061172      -0.291488      -0.275799
  10.222    40.000   180.000       8.227321       0.642368       0.341239
  10.226    40.000   180.000       5.229880      -0.453058      -0.245078
  10.229    40.000   180.000      -6.857646      -0.126104       0.022463
  10.233    40.000   180.000       7.737210       0.149265       0.671073
  10.237    40.000   180.000       2.384734      -0.369179       0.038876
  10.241    40.000   180.000       3.471133       0.143550       0.395430
  10.244    40.000   180.000       3.278624      -0.381967      -0.152970
  10.248    40.000   180.000      -3.069491       0.197050       0.020524
  10.252    40.000   180.000       2.464855       0.032882       0.373215
  10.255    40.000   180.000       8.836555      -0.385582      -0.678296
  10.259    40.000   180.000       5.884297       0.550133      -0.076347
  10.263    40.000   180.000       6.569564      -0.584806       0.138569
  10.266    40.000   180.000      -3.157118      -0.002278       0.196115
  10.270    40.000   180.000       8.227032       0.659653       0.306437
  10.274    40.000   180.000       8.017387      -0.406791      -0.581924
  10.278    40.000   180.000       3.117349       0.398857       0.063557
  10.281    40.000   180.000       4.831831       0.161986       0.464595
  10.285    40.000   180.000       2.391348       0.144343       0.342315
  10.289    40.000   180.000      -0.209555       0.231441       0.149211
  10.292    40.000   180.000       3.611800      -0.270322      -0.331245
  10.296    40.000   180.000       7.542933       0.608696       0.285362
  10.300    40.000   180.000      -5.701935      -0.121805      -0.081071
  10.303    40.000   180.000      -5.014147      -0.084350      -0.134044
  10.307    40.000   180.000       2.578517       0.295247       0.238582
  10.311    40.000   180.000       9.064746      -0.648995      -0.469475
  10.315    40.000   180.000     -10.111395       0.084699      -0.024130
  10.318    40.000   180.000      -2.580904      -0.165122      -0.129067
  10.322    40.000   180.000      -3.065886      -0.150564      -0.128892
  10.326    40.000   180.000       3.986360       0.233063       0.380716
  10.329    40.000   180.000       4.676695      -0.412846      -0.251299
  10.333    40.000   180.000       4.501141       0.419478       0.219948
  10.337    40.000   180.000      -4.135111      -0.019287       0.174178
  10.340    40.000   180.000       1.022344      -0.315705      -0.032085
  10.344    40.000   180.000       5.718987       0.231628       0.493257
  10.348    40.000   180.000       2.978107      -0.314429      -0.243134
  10.352    40.000   180.000      -5.110813       0.118429       0.102495
  10.355    40.000   180.000       2.735972      -0.266080       0.280382
